,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Gender_Male,Retirement,EstimatedSalary / Age,CreditScore / Age,NumOfProducts / Tenure,EstimatedSalary / CreditScore,EstimatedSalary / Balance,EstimatedSalary / Tenure,EstimatedSalary / NumOfProducts,CreditScore / Tenure,Exited
926,5.0,2.0,3.0,0.0,1.0,1.0,1.0,15650.73,0.0,1.0,1.0,0.0,447.16371428571426,21.085714285714285,0.25,21.206951219512195,15650.73,3912.6825,15650.73,184.5,0
927,4.0,2.0,5.0,130170.82,1.0,1.0,1.0,149599.62,1.0,0.0,1.0,0.0,3936.8321052631577,16.81578947368421,0.16666666666666666,234.11521126760562,1.1492473563018477,24933.27,149599.62,106.5,0
928,3.0,5.0,8.0,133802.29,2.0,1.0,1.0,90304.01,1.0,0.0,1.0,0.0,1480.3936065573769,8.524590163934427,0.2222222222222222,173.6615576923077,0.6749012673754134,10033.778888888888,45152.005,57.77777777777778,0
929,5.0,1.0,7.0,106234.02,1.0,0.0,0.0,115676.38,0.0,0.0,0.0,0.0,4819.849166666667,31.833333333333332,0.125,151.40887434554975,1.0888723887847906,14459.5475,115676.38,95.5,0
930,5.0,2.0,6.0,132628.98,1.0,0.0,0.0,38812.67,0.0,1.0,1.0,0.0,995.1966666666666,16.94871794871795,0.14285714285714285,58.71810892586989,0.29263873824002684,5544.667142857143,38812.67,94.42857142857143,0
931,3.0,3.0,9.0,103522.75,2.0,1.0,1.0,34338.21,1.0,0.0,1.0,0.0,837.5173170731707,13.75609756097561,0.2,60.883351063829785,0.33169403156280564,3433.821,17169.105,56.4,0
932,5.0,3.0,8.0,192390.52,2.0,1.0,0.0,823.36,1.0,0.0,0.0,0.0,19.603809523809524,16.857142857142858,0.2222222222222222,1.1629378531073447,0.004279606502407175,91.48444444444445,411.68,78.66666666666667,0
933,3.0,2.0,1.0,0.0,1.0,0.0,1.0,135482.26,0.0,1.0,1.0,0.0,3763.396111111111,14.222222222222221,0.5,264.6137890625,135482.26,67741.13,135482.26,256.0,1
934,3.0,2.0,9.0,0.0,3.0,1.0,1.0,10656.89,0.0,1.0,1.0,0.0,288.02405405405403,16.0,0.3,18.001503378378377,10656.89,1065.6889999999999,3552.2966666666666,59.2,0
935,4.0,2.0,3.0,0.0,2.0,0.0,1.0,116467.35,0.0,0.0,0.0,0.0,3064.930263157895,16.289473684210527,0.5,188.15403877221326,116467.35,29116.8375,58233.675,154.75,0
936,5.0,4.0,8.0,109922.61,1.0,1.0,1.0,96823.32,0.0,0.0,1.0,0.0,1861.9869230769232,14.903846153846153,0.1111111111111111,124.93331612903226,0.8808236920166651,10758.146666666667,96823.32,86.11111111111111,1
937,6.0,3.0,5.0,128605.32,1.0,0.0,1.0,171096.2,1.0,0.0,0.0,0.0,3888.55,19.318181818181817,0.16666666666666666,201.28964705882353,1.330387184704453,28516.033333333336,171096.2,141.66666666666666,0
938,3.0,2.0,4.0,0.0,1.0,1.0,1.0,79881.39,0.0,0.0,0.0,0.0,2158.9564864864865,15.594594594594595,0.2,138.44261698440206,79881.39,15976.278,79881.39,115.4,0
939,5.0,2.0,10.0,68598.56,1.0,1.0,0.0,157862.82,0.0,0.0,0.0,0.0,4266.562702702703,19.56756756756757,0.09090909090909091,218.0425690607735,2.3012220486545396,14351.165454545455,157862.82,65.81818181818181,0
940,5.0,2.0,1.0,106518.52,1.0,1.0,1.0,127951.81,0.0,1.0,1.0,0.0,3655.766,20.285714285714285,0.5,180.21381690140845,1.2012052814357406,63975.905,127951.81,355.0,0
941,5.0,2.0,8.0,0.0,2.0,0.0,0.0,191074.11,0.0,0.0,0.0,0.0,6163.680967741935,22.451612903225808,0.2222222222222222,274.53176724137927,191074.11,21230.456666666665,95537.055,77.33333333333333,0
942,2.0,3.0,6.0,0.0,1.0,1.0,0.0,157333.69,0.0,0.0,0.0,0.0,3420.2976086956523,8.173913043478262,0.14285714285714285,418.44066489361705,157333.69,22476.24142857143,157333.69,53.714285714285715,1
943,5.0,1.0,8.0,121326.42,1.0,1.0,0.0,133457.52,1.0,0.0,0.0,0.0,4601.9834482758615,23.275862068965516,0.1111111111111111,197.71484444444442,1.0999782242134548,14828.613333333333,133457.52,75.0,0
944,5.0,2.0,8.0,67226.37,1.0,1.0,0.0,130789.6,0.0,0.0,1.0,0.0,3633.0444444444447,20.694444444444443,0.1111111111111111,175.5565100671141,1.9454814311492479,14532.177777777779,130789.6,82.77777777777777,0
945,5.0,1.0,5.0,82931.85,2.0,1.0,1.0,128373.88,0.0,1.0,0.0,0.0,5134.9552,27.88,0.3333333333333333,184.18060258249642,1.547925580755997,21395.646666666667,64186.94,116.16666666666667,0
946,3.0,2.0,4.0,0.0,1.0,1.0,0.0,194273.2,0.0,1.0,0.0,0.0,4981.364102564103,15.35897435897436,0.2,324.32921535893155,194273.2,38854.64,194273.2,119.8,1
947,5.0,2.0,5.0,118590.41,1.0,1.0,1.0,5684.17,0.0,0.0,0.0,0.0,149.5834210526316,18.81578947368421,0.16666666666666666,7.949888111888112,0.047930705942361256,947.3616666666667,5684.17,119.16666666666667,1
948,4.0,5.0,4.0,145981.87,1.0,1.0,1.0,131043.2,0.0,0.0,1.0,1.0,1955.868656716418,9.835820895522389,0.2,198.851593323217,0.8976614858989962,26208.64,131043.2,131.8,0
949,5.0,3.0,3.0,73309.38,1.0,0.0,0.0,21228.34,0.0,0.0,0.0,0.0,442.25708333333336,14.25,0.25,31.035584795321636,0.289567998419869,5307.085,21228.34,171.0,1
950,4.0,3.0,8.0,130796.33,2.0,1.0,1.0,43250.3,0.0,0.0,0.0,0.0,901.0479166666668,13.229166666666666,0.2222222222222222,68.11070866141733,0.3306665357771447,4805.588888888889,21625.15,70.55555555555556,0
951,6.0,2.0,8.0,151607.56,1.0,1.0,0.0,4389.4,1.0,0.0,1.0,0.0,133.0121212121212,23.90909090909091,0.1111111111111111,5.563244613434727,0.028952191090001776,487.71111111111105,4389.4,87.66666666666667,0
952,3.0,5.0,9.0,111577.01,1.0,0.0,1.0,189271.9,1.0,0.0,0.0,1.0,2867.7560606060606,8.651515151515152,0.1,331.4744308231173,1.696319014830969,18927.19,189271.9,57.1,0
953,5.0,2.0,0.0,107042.74,1.0,1.0,1.0,102284.2,0.0,1.0,1.0,0.0,2622.6717948717946,17.794871794871796,1.0,147.3835734870317,0.9555364937734798,102284.2,102284.2,694.0,0
954,5.0,3.0,2.0,156371.61,2.0,0.0,1.0,156774.94,0.0,1.0,0.0,0.0,3732.7366666666667,15.833333333333334,0.6666666666666666,235.75178947368423,1.0025728930405395,52258.31333333333,78387.47,221.66666666666666,1
955,5.0,3.0,4.0,129605.99,1.0,0.0,0.0,69865.49,0.0,0.0,0.0,0.0,1587.8520454545455,16.045454545454547,0.2,98.95961756373939,0.53905649687567,13973.098000000002,69865.49,141.2,0
956,6.0,3.0,0.0,0.0,2.0,0.0,1.0,85523.24,0.0,1.0,0.0,0.0,1988.912558139535,18.767441860465116,2.0,105.97675340768278,85523.24,85523.24,42761.62,807.0,0
957,5.0,5.0,8.0,0.0,2.0,1.0,1.0,51219.8,0.0,1.0,0.0,1.0,764.4746268656717,11.507462686567164,0.2222222222222222,66.43294422827498,51219.8,5691.088888888889,25609.9,85.66666666666667,0
958,3.0,1.0,8.0,132576.25,1.0,0.0,0.0,7222.92,0.0,1.0,1.0,0.0,267.5155555555556,19.666666666666668,0.1111111111111111,13.602485875706215,0.05448084041568218,802.5466666666666,7222.92,59.0,0
959,4.0,2.0,6.0,129101.3,1.0,1.0,1.0,23971.33,0.0,0.0,0.0,0.0,647.8737837837838,17.0,0.14285714285714285,38.110222575516694,0.18567701737304448,3424.4757142857147,23971.33,89.85714285714286,0
960,6.0,2.0,1.0,108822.4,1.0,1.0,1.0,132173.31,1.0,0.0,0.0,0.0,4263.655161290322,27.419354838709676,0.5,155.4980117647059,1.2145669957012921,66086.655,132173.31,425.0,0
961,5.0,2.0,4.0,137948.51,1.0,1.0,0.0,113639.64,0.0,1.0,1.0,0.0,3246.846857142857,19.571428571428573,0.2,165.89728467153284,0.8237770471239803,22727.928,113639.64,137.0,0
962,4.0,2.0,7.0,100433.8,1.0,1.0,1.0,39768.59,0.0,1.0,1.0,0.0,1242.7684375,20.0625,0.125,61.94484423676012,0.3959642474520783,4971.07375,39768.59,80.25,0
963,3.0,5.0,4.0,96134.11,3.0,1.0,0.0,108732.96,0.0,1.0,1.0,0.0,1725.92,8.396825396825397,0.6,205.54434782608698,1.1310431745488199,21746.592,36244.32,105.8,1
964,5.0,3.0,4.0,115888.04,1.0,1.0,1.0,117349.19,1.0,0.0,0.0,0.0,2729.050930232558,15.883720930232558,0.2,171.8143338213763,1.012599552123307,23469.838,117349.19,136.6,1
965,5.0,3.0,5.0,124626.07,1.0,1.0,1.0,78004.5,0.0,0.0,0.0,0.0,1857.25,15.785714285714286,0.16666666666666666,117.65384615384616,0.625903345075833,13000.75,78004.5,110.5,0
966,3.0,2.0,6.0,139810.34,1.0,1.0,1.0,152417.79,0.0,0.0,0.0,0.0,4482.876176470589,16.558823529411764,0.14285714285714285,270.7243161634103,1.090167578681386,21773.97,152417.79,80.42857142857143,0
967,4.0,2.0,9.0,0.0,2.0,0.0,0.0,26057.08,0.0,1.0,0.0,0.0,766.384705882353,18.735294117647058,0.2,40.90593406593407,26057.08,2605.708,13028.54,63.7,0
968,3.0,2.0,3.0,84496.71,1.0,0.0,0.0,79972.09,0.0,0.0,1.0,0.0,2161.4078378378376,14.702702702702704,0.25,147.00751838235294,0.9464409153810203,19993.0225,79972.09,136.0,0
969,4.0,5.0,9.0,116854.71,2.0,0.0,1.0,107125.79,1.0,0.0,1.0,1.0,1530.3684285714285,9.271428571428572,0.2,165.06285053929122,0.916735604961024,10712.579,53562.895,64.9,0
970,4.0,3.0,10.0,138333.03,1.0,1.0,1.0,47679.14,0.0,0.0,0.0,0.0,993.3154166666667,13.291666666666666,0.09090909090909091,74.73219435736677,0.34466674613614595,4334.467272727273,47679.14,58.0,0
971,5.0,1.0,3.0,0.0,2.0,1.0,1.0,134509.47,0.0,0.0,1.0,0.0,5380.3788,28.92,0.5,186.04352697095436,134509.47,33627.3675,67254.735,180.75,0
972,4.0,3.0,5.0,78992.75,2.0,0.0,0.0,153265.31,1.0,0.0,1.0,0.0,3564.309534883721,14.767441860465116,0.3333333333333333,241.3626929133858,1.9402207136640557,25544.218333333334,76632.655,105.83333333333333,0
973,5.0,2.0,7.0,97257.41,2.0,0.0,1.0,179883.04,0.0,1.0,0.0,0.0,4733.764210526316,19.736842105263158,0.25,239.84405333333333,1.8495371248614902,22485.38,89941.52,93.75,0
974,5.0,2.0,5.0,122453.37,2.0,1.0,0.0,138882.98,0.0,0.0,1.0,0.0,4084.793529411765,21.470588235294116,0.3333333333333333,190.25065753424659,1.134161075672514,23147.163333333334,69441.49,121.66666666666667,0
975,5.0,2.0,8.0,112940.07,1.0,0.0,1.0,9855.81,0.0,1.0,0.0,0.0,273.7725,20.833333333333332,0.1111111111111111,13.141079999999999,0.08726506664050553,1095.09,9855.81,83.33333333333333,0
976,3.0,3.0,8.0,132558.26,1.0,1.0,0.0,67046.83,0.0,0.0,0.0,0.0,1559.2286046511629,13.627906976744185,0.1111111111111111,114.41438566552901,0.5057876002023548,7449.647777777778,67046.83,65.11111111111111,1
977,3.0,2.0,4.0,0.0,2.0,1.0,0.0,56388.63,0.0,0.0,0.0,0.0,1483.9113157894735,13.68421052631579,0.4,108.43967307692307,56388.63,11277.725999999999,28194.315,104.0,0
978,4.0,3.0,8.0,133297.24,1.0,1.0,0.0,77764.37,0.0,0.0,0.0,0.0,1620.0910416666666,13.583333333333334,0.1111111111111111,119.27050613496932,0.5833863222800241,8640.485555555555,77764.37,72.44444444444444,0
979,3.0,3.0,7.0,0.0,2.0,1.0,0.0,130590.35,0.0,0.0,0.0,0.0,2838.9206521739134,11.956521739130435,0.25,237.437,130590.35,16323.79375,65295.175,68.75,0
980,3.0,1.0,0.0,197041.8,1.0,0.0,0.0,151912.49,0.0,0.0,1.0,0.0,5626.388518518518,22.0,1.0,255.74493265993266,0.770961892543143,151912.49,151912.49,594.0,0
981,5.0,3.0,0.0,71497.79,2.0,0.0,0.0,151083.8,1.0,0.0,0.0,0.0,3433.722727272727,17.022727272727273,2.0,201.71401869158876,2.1130958999446006,151083.8,75541.9,749.0,0
982,5.0,2.0,7.0,0.0,2.0,1.0,1.0,777.37,0.0,0.0,1.0,0.0,24.2928125,20.875,0.25,1.1637275449101796,777.37,97.17125,388.685,83.5,0
983,4.0,2.0,6.0,128100.28,1.0,0.0,0.0,69454.24,1.0,0.0,0.0,0.0,1984.4068571428572,17.542857142857144,0.14285714285714285,113.11765472312705,0.5421822482960358,9922.034285714286,69454.24,87.71428571428571,1
984,5.0,1.0,1.0,124532.78,2.0,0.0,1.0,11723.57,0.0,0.0,1.0,0.0,468.9428,30.92,1.0,15.166326002587322,0.09413967840693505,5861.785,5861.785,386.5,0
985,3.0,2.0,9.0,82293.82,2.0,1.0,1.0,91565.25,1.0,0.0,1.0,0.0,2953.717741935484,17.774193548387096,0.2,166.18012704174228,1.1126490099862907,9156.525,45782.625,55.1,0
986,3.0,2.0,1.0,142120.91,1.0,1.0,0.0,79616.37,0.0,0.0,1.0,0.0,2211.565833333333,15.722222222222221,0.5,140.66496466431096,0.5601977203937099,39808.185,79616.37,283.0,0
987,3.0,2.0,0.0,151839.26,1.0,1.0,0.0,102299.81,0.0,1.0,1.0,0.0,3008.8179411764704,16.735294117647058,1.0,179.788769771529,0.6737331060945232,102299.81,102299.81,569.0,1
988,4.0,2.0,7.0,149620.88,2.0,1.0,1.0,104533.51,0.0,1.0,1.0,0.0,3372.048709677419,21.258064516129032,0.25,158.62444613050076,0.6986512266788787,13066.68875,52266.755,82.375,0
989,5.0,3.0,3.0,168197.66,1.0,1.0,0.0,140765.57,0.0,0.0,0.0,0.0,2872.766734693878,14.73469387755102,0.25,194.96616343490305,0.8369006625855402,35191.3925,140765.57,180.5,1
990,4.0,2.0,5.0,93147.0,2.0,1.0,0.0,66214.13,0.0,0.0,1.0,0.0,1789.5710810810813,17.7027027027027,0.3333333333333333,101.0902748091603,0.7108486494610727,11035.688333333334,33107.065,109.16666666666667,0
991,4.0,2.0,2.0,97440.02,2.0,1.0,1.0,139816.1,0.0,0.0,0.0,0.0,3994.7457142857143,17.571428571428573,0.6666666666666666,227.34325203252033,1.4348792736365035,46605.36666666667,69908.05,205.0,0
992,5.0,3.0,3.0,65046.08,2.0,0.0,1.0,140139.28,1.0,0.0,0.0,0.0,3336.649523809524,17.904761904761905,0.5,186.3554255319149,2.154428453975182,35034.82,70069.64,188.0,0
993,5.0,1.0,7.0,95357.49,1.0,0.0,0.0,102297.15,0.0,1.0,0.0,0.0,3653.469642857143,23.607142857142858,0.125,154.76119515885023,1.072763945821709,12787.14375,102297.15,82.625,0
994,6.0,3.0,9.0,123105.88,2.0,1.0,0.0,145765.83,0.0,1.0,1.0,0.0,3389.903023255814,19.488372093023255,0.2,173.9449045346062,1.1840591687483266,14576.582999999999,72882.915,83.8,0
995,4.0,1.0,9.0,0.0,3.0,0.0,1.0,83912.24,0.0,1.0,1.0,0.0,2893.5255172413795,21.03448275862069,0.3,137.56104918032787,83912.24,8391.224,27970.74666666667,61.0,0
996,6.0,3.0,3.0,0.0,2.0,0.0,1.0,78439.73,0.0,1.0,1.0,0.0,1782.7211363636363,18.431818181818183,0.5,96.71976572133168,78439.73,19609.9325,39219.865,202.75,0
997,3.0,5.0,7.0,121286.27,1.0,0.0,1.0,6776.92,0.0,1.0,1.0,0.0,109.30516129032259,9.46774193548387,0.125,11.545008517887563,0.05587494878893721,847.115,6776.92,73.375,0
998,6.0,1.0,4.0,167738.82,2.0,1.0,1.0,9903.42,1.0,0.0,0.0,0.0,353.69357142857143,28.964285714285715,0.4,12.211368680641185,0.05904036382058833,1980.684,4951.71,162.2,0
999,5.0,2.0,1.0,104091.29,1.0,0.0,0.0,91561.91,0.0,0.0,0.0,0.0,2409.523947368421,19.973684210526315,0.5,120.63492753623188,0.8796224004678925,45780.955,91561.91,379.5,0
1000,4.0,3.0,8.0,121980.56,2.0,1.0,0.0,4027.02,1.0,0.0,0.0,0.0,95.88142857142857,15.428571428571429,0.2222222222222222,6.214537037037037,0.03301335054249183,447.44666666666666,2013.51,72.0,0
1001,6.0,3.0,10.0,0.0,2.0,1.0,1.0,116111.51,0.0,0.0,0.0,0.0,2700.2676744186047,18.325581395348838,0.18181818181818182,147.34963197969543,116111.51,10555.591818181818,58055.755,71.63636363636364,0
1002,5.0,2.0,1.0,50880.98,2.0,1.0,1.0,184023.54,1.0,0.0,1.0,0.0,4718.552307692308,18.58974358974359,1.0,253.8255724137931,3.616674115276174,92011.77,92011.77,362.5,0
1003,4.0,3.0,3.0,175159.9,2.0,0.0,0.0,67124.48,0.0,0.0,0.0,0.0,1598.2019047619046,15.380952380952381,0.5,103.90786377708977,0.38321611729558364,16781.12,33562.24,161.5,1
1004,4.0,1.0,7.0,105514.69,2.0,1.0,0.0,50070.59,1.0,0.0,0.0,0.0,1925.791923076923,23.115384615384617,0.25,83.31212978369383,0.4745321762100025,6258.82375,25035.295,75.125,0
1005,3.0,4.0,5.0,116497.31,3.0,0.0,0.0,53793.1,1.0,0.0,1.0,0.0,1034.4826923076923,10.01923076923077,0.5,103.24971209213052,0.46175004598779157,8965.516666666666,17931.033333333333,86.83333333333333,1
1006,3.0,2.0,6.0,0.0,2.0,1.0,0.0,45261.47,0.0,1.0,0.0,0.0,1371.559696969697,17.0,0.2857142857142857,80.67998217468806,45261.47,6465.924285714286,22630.735,80.14285714285714,0
1007,3.0,3.0,7.0,99824.45,1.0,1.0,1.0,36721.4,0.0,0.0,1.0,0.0,874.3190476190476,13.428571428571429,0.125,65.10886524822695,0.36785609280999987,4590.175,36721.4,70.5,0
1008,2.0,3.0,6.0,0.0,1.0,1.0,0.0,130009.85,0.0,0.0,1.0,0.0,2889.1077777777778,9.866666666666667,0.14285714285714285,292.8149774774775,130009.85,18572.835714285717,130009.85,63.42857142857143,1
1009,4.0,5.0,0.0,0.0,1.0,1.0,1.0,175380.77,0.0,1.0,1.0,1.0,2470.151690140845,9.154929577464788,1.0,269.81656923076923,175380.77,175380.77,175380.77,650.0,0
1010,5.0,2.0,10.0,0.0,1.0,1.0,0.0,127847.25,0.0,0.0,1.0,0.0,3196.18125,18.1,0.09090909090909091,176.58459944751382,127847.25,11622.477272727272,127847.25,65.81818181818181,1
1011,5.0,2.0,3.0,122964.88,1.0,1.0,1.0,138231.7,0.0,1.0,1.0,0.0,3949.477142857143,20.542857142857144,0.25,192.2554937413074,1.1241467958428795,34557.925,138231.7,179.75,0
1012,3.0,1.0,4.0,0.0,2.0,0.0,1.0,48673.18,0.0,0.0,0.0,0.0,1678.3855172413794,18.896551724137932,0.4,88.81967153284671,48673.18,9734.636,24336.59,109.6,0
1013,4.0,1.0,4.0,0.0,2.0,1.0,1.0,70668.77,0.0,1.0,1.0,0.0,2944.5320833333335,26.458333333333332,0.4,111.28940157480315,70668.77,14133.754,35334.385,127.0,0
1014,2.0,3.0,3.0,0.0,2.0,0.0,1.0,199505.53,0.0,1.0,0.0,0.0,4639.663488372093,11.534883720930232,0.5,402.22889112903226,199505.53,49876.3825,99752.765,124.0,0
1015,5.0,2.0,5.0,89634.69,1.0,1.0,1.0,169583.18,0.0,0.0,0.0,0.0,4583.329189189189,18.27027027027027,0.16666666666666666,250.8626923076923,1.8919158205844122,28263.86333333333,169583.18,112.66666666666667,1
1016,3.0,2.0,7.0,95710.11,2.0,1.0,0.0,49063.42,1.0,0.0,1.0,0.0,1226.5855,13.525,0.25,90.69024029574861,0.5126199037917333,6132.9275,24531.71,67.625,0
1017,5.0,3.0,7.0,139706.31,1.0,1.0,0.0,63337.19,1.0,0.0,1.0,0.0,1544.809512195122,18.975609756097562,0.125,81.41026992287918,0.45335630612313704,7917.14875,63337.19,97.25,0
1018,6.0,3.0,5.0,103909.86,1.0,1.0,0.0,60083.11,1.0,0.0,0.0,0.0,1335.1802222222223,18.88888888888889,0.16666666666666666,70.68601176470588,0.5782178109198596,10013.851666666667,60083.11,141.66666666666666,1
1019,4.0,2.0,1.0,0.0,1.0,1.0,0.0,48606.71,0.0,0.0,1.0,0.0,1567.9583870967742,20.419354838709676,0.5,76.78785150078988,48606.71,24303.355,48606.71,316.5,0
1020,4.0,3.0,6.0,173434.9,1.0,1.0,0.0,165580.93,0.0,0.0,1.0,0.0,3379.2026530612243,12.755102040816327,0.14285714285714285,264.929488,0.9547096650693426,23654.41857142857,165580.93,89.28571428571429,1
1021,2.0,2.0,6.0,102238.01,2.0,1.0,1.0,194010.12,0.0,1.0,1.0,0.0,6062.81625,15.15625,0.2857142857142857,400.0208659793814,1.8976134452006137,27715.731428571427,97005.06,69.28571428571429,0
1022,3.0,3.0,1.0,179380.74,2.0,0.0,1.0,69263.1,0.0,0.0,0.0,0.0,1442.98125,11.395833333333334,1.0,126.62358318098721,0.3861212406569365,34631.55,34631.55,273.5,0
1023,4.0,2.0,3.0,0.0,2.0,1.0,1.0,88698.83,0.0,0.0,1.0,0.0,2771.8384375,20.0625,0.5,138.16017133956387,88698.83,22174.7075,44349.415,160.5,0
1024,5.0,1.0,4.0,108691.95,1.0,1.0,0.0,63030.97,0.0,0.0,0.0,0.0,2521.2388,28.72,0.2,87.78686629526463,0.5798993402975998,12606.194,63030.97,143.6,0
1025,3.0,2.0,4.0,0.0,2.0,1.0,0.0,59668.81,0.0,0.0,0.0,0.0,1864.6503125,18.1875,0.4,102.52372852233677,59668.81,11933.761999999999,29834.405,116.4,0
1026,4.0,2.0,6.0,0.0,2.0,0.0,0.0,184230.23,0.0,0.0,1.0,0.0,5582.734242424242,19.03030303030303,0.2857142857142857,293.3602388535032,184230.23,26318.604285714286,92115.115,89.71428571428571,0
1027,5.0,2.0,0.0,133377.8,1.0,0.0,1.0,64050.19,1.0,0.0,1.0,0.0,1830.0054285714286,21.057142857142857,1.0,86.90663500678427,0.4802126724786848,64050.19,64050.19,737.0,0
1028,6.0,2.0,9.0,0.0,2.0,1.0,1.0,81853.98,0.0,1.0,1.0,0.0,2407.47,24.352941176470587,0.2,98.85746376811593,81853.98,8185.397999999999,40926.99,82.8,0
1029,4.0,4.0,10.0,0.0,1.0,1.0,1.0,154642.91,0.0,1.0,1.0,0.0,2917.790754716981,11.49056603773585,0.09090909090909091,253.9292446633826,154642.91,14058.446363636363,154642.91,55.36363636363637,0
1030,5.0,2.0,1.0,116537.6,1.0,0.0,0.0,145679.6,0.0,0.0,1.0,0.0,3735.374358974359,18.71794871794872,0.5,199.56109589041097,1.2500544883841063,72839.8,145679.6,365.0,0
1031,4.0,1.0,3.0,0.0,2.0,0.0,0.0,30781.77,0.0,0.0,0.0,0.0,1399.1713636363636,28.681818181818183,0.5,48.78251980982567,30781.77,7695.4425,15390.885,157.75,0
1032,6.0,2.0,4.0,0.0,2.0,0.0,1.0,81622.52,0.0,1.0,1.0,0.0,2040.563,20.75,0.4,98.34038554216868,81622.52,16324.504,40811.26,166.0,0
1033,4.0,1.0,1.0,130131.08,2.0,0.0,1.0,196474.35,0.0,0.0,1.0,0.0,6774.977586206896,22.24137931034483,1.0,304.6113953488372,1.5098071897413767,98237.175,98237.175,322.5,0
1034,5.0,3.0,3.0,0.0,2.0,0.0,1.0,176276.1,0.0,0.0,1.0,0.0,3832.089130434783,14.41304347826087,0.5,265.8764705882353,176276.1,44069.025,88138.05,165.75,0
1035,5.0,1.0,0.0,0.0,1.0,1.0,0.0,35113.08,0.0,1.0,1.0,0.0,1170.4360000000001,22.6,1.0,51.78920353982301,35113.08,35113.08,35113.08,678.0,0
1036,3.0,1.0,2.0,107316.09,1.0,1.0,0.0,64299.82,0.0,0.0,1.0,0.0,2143.327333333333,17.366666666666667,0.3333333333333333,123.4161612284069,0.5991573196776021,21433.273333333334,64299.82,173.66666666666666,0
1037,4.0,1.0,1.0,0.0,2.0,1.0,1.0,180969.55,0.0,0.0,0.0,0.0,7540.397916666666,26.041666666666668,1.0,289.55127999999996,180969.55,90484.775,90484.775,312.5,0
1038,3.0,1.0,1.0,83181.29,1.0,1.0,1.0,138176.78,0.0,0.0,1.0,0.0,4605.892666666667,17.433333333333334,0.5,264.20034416826,1.6611321953266736,69088.39,138176.78,261.5,0
1039,5.0,5.0,3.0,0.0,1.0,1.0,1.0,86733.61,0.0,0.0,0.0,1.0,1204.6334722222223,9.916666666666666,0.25,121.47564425770308,86733.61,21683.4025,86733.61,178.5,0
1040,3.0,5.0,3.0,153946.14,1.0,1.0,1.0,7418.92,0.0,1.0,1.0,1.0,110.73014925373134,8.656716417910447,0.25,12.791241379310344,0.04819134671810077,1854.73,7418.92,145.0,0
1041,5.0,1.0,5.0,0.0,2.0,1.0,0.0,166376.54,0.0,0.0,1.0,0.0,5545.884666666667,24.066666666666666,0.3333333333333333,230.43842105263158,166376.54,27729.423333333336,83188.27,120.33333333333333,0
1042,4.0,2.0,7.0,135483.17,1.0,1.0,0.0,140881.2,0.0,1.0,0.0,0.0,3612.3384615384616,16.153846153846153,0.125,223.6209523809524,1.039835133506741,17610.15,140881.2,78.75,1
1043,3.0,2.0,1.0,0.0,2.0,1.0,0.0,4460.2,0.0,0.0,1.0,0.0,127.4342857142857,16.542857142857144,1.0,7.7032815198618305,4460.2,2230.1,2230.1,289.5,0
1044,5.0,2.0,4.0,119624.54,2.0,1.0,1.0,110472.12,0.0,0.0,0.0,0.0,2907.161052631579,17.63157894736842,0.4,164.88376119402983,0.923482727852263,22094.424,55236.06,134.0,0
1045,3.0,2.0,6.0,121132.26,2.0,1.0,0.0,86460.28,0.0,1.0,1.0,0.0,2542.949411764706,17.294117647058822,0.2857142857142857,147.0412925170068,0.7137616869223201,12351.468571428572,43230.14,84.0,0
1046,6.0,3.0,1.0,0.0,1.0,1.0,0.0,16500.66,0.0,1.0,0.0,0.0,392.87285714285713,19.214285714285715,0.5,20.446914498141265,16500.66,8250.33,16500.66,403.5,1
1047,5.0,3.0,4.0,0.0,1.0,1.0,0.0,114020.06,0.0,0.0,0.0,0.0,2375.4179166666668,15.125,0.2,157.05242424242425,114020.06,22804.012,114020.06,145.2,1
1048,6.0,1.0,5.0,54817.55,1.0,1.0,0.0,131660.31,1.0,0.0,1.0,0.0,5266.4124,32.48,0.16666666666666666,162.14323891625617,2.4017474011990463,21943.385,131660.31,135.33333333333334,0
1049,4.0,2.0,3.0,107949.45,1.0,1.0,0.0,52449.62,1.0,0.0,1.0,0.0,1311.2405,15.775,0.25,83.1214263074485,0.48586754385924286,13112.405,52449.62,157.75,1
1050,5.0,1.0,4.0,0.0,1.0,0.0,1.0,161465.31,0.0,0.0,1.0,0.0,5382.177,22.733333333333334,0.2,236.75265395894428,161465.31,32293.061999999998,161465.31,136.4,0
1051,4.0,3.0,2.0,80816.45,1.0,1.0,1.0,20018.79,0.0,1.0,0.0,0.0,408.54673469387757,12.755102040816327,0.3333333333333333,32.030064,0.24770380654178029,6672.93,20018.79,208.33333333333334,0
1052,4.0,2.0,3.0,98205.77,1.0,1.0,0.0,176318.27,1.0,0.0,1.0,0.0,4639.95447368421,15.973684210526315,0.25,290.4749093904448,1.7953779561225767,44079.5675,176318.27,151.75,0
1053,3.0,3.0,6.0,94684.27,1.0,1.0,1.0,50488.91,0.0,1.0,0.0,0.0,1009.7782000000001,12.0,0.14285714285714285,84.14818333333334,0.5332287693745817,7212.7014285714295,50488.91,85.71428571428571,0
