,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,Gender_Male,Exited,Retirement,EstimatedSalary / Age,CreditScore / Age,NumOfProducts / Tenure,EstimatedSalary / CreditScore,EstimatedSalary / Balance,EstimatedSalary / Tenure,EstimatedSalary / NumOfProducts,CreditScore / Tenure
1214,3,2.0,6.0,0.0,1.0,1.0,0.0,94993.04,0.0,1.0,1.0,1,0.0,0.18185750870749573,0.2421465124799941,-0.4591836734693877,0.05069407429680357,2.205720026678933,-0.1574399351645979,94993.04,-0.27952267864707964
1215,5,4.0,8.0,0.0,1.0,1.0,0.0,173912.29,0.0,1.0,0.0,1,0.0,0.3215902059529062,-0.35470241352720816,-0.5952380952380952,0.501802383489866,4.038233883717238,0.13759400514854153,173912.29,-0.2788438136108997
1216,3,2.0,5.0,0.0,1.0,0.0,1.0,41139.05,0.0,0.0,1.0,0,0.0,-0.48487130444347,0.20837778114774969,-0.35714285714285715,-0.5484564441692191,0.9552243246569002,-0.5017443295170471,41139.05,-0.14459825270632176
1217,3,1.0,3.0,145541.56,2.0,1.0,1.0,58019.95,1.0,0.0,1.0,0,0.0,-0.17680411051974282,0.22118661027377373,1.0714285714285712,-0.2690497987691287,-1.9784558413695637e-05,-0.10951405979496141,29009.975,0.18596659084853512
1218,5,1.0,5.0,0.0,1.0,0.0,0.0,164128.41,0.0,0.0,0.0,1,0.0,1.921235225102582,2.3355981114062523,-0.35714285714285715,0.49554175276252677,3.8110510902213557,0.5494483061811546,164128.41,0.09419252376996305
1219,5,3.0,5.0,124601.58,2.0,1.0,1.0,46998.13,1.0,0.0,1.0,1,0.0,-0.5577969020500195,-0.04368167772507162,0.35714285714285704,-0.575136217795362,-2.028290129362239e-05,-0.45166665004976136,23499.065,0.07102625441032344
1220,5,2.0,7.0,115182.84,2.0,1.0,1.0,177279.41,1.0,0.0,0.0,0,0.0,1.2005878536383214,0.9464657659810835,0.0,0.5738753737372582,6.696905481211404e-06,0.28304747109132655,88639.705,-0.19494033804553842
1221,6,2.0,2.0,163789.49,2.0,1.0,0.0,75832.53,0.0,0.0,1.0,0,0.0,-0.15685056367550046,0.8523305380973765,1.7857142857142854,-0.3927377157699745,-1.829059952471627e-05,0.44292379270999577,37916.265,1.6552426744656752
1222,3,3.0,1.0,65733.41,1.0,1.0,0.0,61094.53,0.0,0.0,1.0,0,0.0,-0.4515728086128509,-0.696036936272351,1.0714285714285712,-0.2749582838322878,-7.460046958154149e-06,0.7131680308099637,61094.53,1.701575213184954
1223,5,3.0,1.0,0.0,2.0,0.0,1.0,30117.44,0.0,1.0,1.0,0,0.0,-0.7323877968489768,-0.18340108661874086,3.214285714285714,-0.7359536849859324,0.6993013014164112,-0.08111748014871781,15058.72,2.572983345251396
1224,3,3.0,8.0,128486.11,1.0,1.0,0.0,179227.12,0.0,1.0,0.0,0,0.0,0.5637562175771258,-0.8574413864936543,-0.5952380952380952,1.3147031742921045,3.348654330774059e-06,0.16787798069454474,179227.12,-0.5699071978730377
1225,5,4.0,6.0,109663.47,1.0,1.0,1.0,52110.45,0.0,1.0,0.0,0,0.0,-0.5924923133530763,-0.4274027804579766,-0.4591836734693877,-0.536849479507208,-1.800741038232496e-05,-0.47159855929969396,52110.45,-0.08400954822726439
1226,3,3.0,6.0,88324.31,2.0,1.0,0.0,75248.75,1.0,0.0,0.0,0,0.0,-0.2622119198008256,-0.5383246759642176,0.15306122448979584,-0.09465200355211643,-9.258786514083281e-06,-0.3020869581388243,37624.375,-0.35284010255451026
1227,3,1.0,7.0,146445.24,2.0,1.0,0.0,184317.74,0.0,0.0,0.0,0,0.0,1.6952084190739138,0.6158423199271229,0.0,1.1356088393176178,1.83751286156426e-07,0.32816503652715195,92158.87,-0.41947494876204494
1228,4,2.0,3.0,0.0,2.0,1.0,0.0,158553.1,0.0,0.0,0.0,0,0.0,0.7104694125876991,0.209774232443444,1.0714285714285712,0.5483415389554128,3.681591765249511,1.179374347993436,79276.55,0.5976133771621304
1229,3,2.0,6.0,0.0,2.0,1.0,1.0,95686.42,0.0,1.0,0.0,0,0.0,0.2668693160159839,0.4018088090094055,0.15306122448979584,0.06595653141221379,2.2218203882281524,-0.15236022083757628,47843.21,-0.28563246397269887
1230,5,2.0,2.0,109949.05,2.0,0.0,1.0,71682.54,1.0,0.0,1.0,0,0.0,-0.1806878953955146,0.876114242372242,1.7857142857142854,-0.41468725915175514,-1.3902681813912676e-05,0.37198368982270236,35841.27,1.598218011426562
1231,5,1.0,4.0,78653.05,1.0,1.0,0.0,1790.48,0.0,1.0,1.0,0,0.0,-0.9698019273137651,1.5456195419046135,-0.21428571428571422,-1.001039494088851,-2.8512579449002724e-05,-0.8349967273763597,1790.48,0.4869498904518522
1232,3,3.0,9.0,107850.82,1.0,1.0,0.0,139431.0,1.0,0.0,1.0,1,0.0,0.24417435446509694,-0.5195376355513366,-0.6428571428571428,0.5284116322301368,9.77835458775916e-07,-0.13832884517595073,139431.0,-0.5362864069562274
1233,5,2.0,4.0,83765.35,2.0,1.0,0.0,118358.54,1.0,0.0,0.0,0,0.0,0.24569647443810205,0.17164037013794586,0.6428571428571429,0.1377298346647738,3.7679387526357142e-06,0.36057485276318524,59179.27,0.26241527973534573
1234,5,5.0,7.0,143773.07,1.0,1.0,1.0,130827.88,0.0,0.0,0.0,0,1.0,-0.18434076624063217,-0.6913177036327517,-0.5357142857142856,0.08725069593554462,-7.911913156966271e-06,-0.014719178720377174,130827.88,-0.133460623206495
1235,3,5.0,6.0,116227.27,1.0,1.0,1.0,119404.63,1.0,0.0,1.0,0,0.0,-0.2198556220513918,-1.2294350719714022,-0.4591836734693877,0.4684307197115132,-5.186475451005394e-06,0.021399811393389166,119404.63,-0.3650596732057488
1236,5,2.0,0.0,103471.52,1.0,1.0,1.0,162703.0,1.0,0.0,1.0,0,0.0,1.0201274543382532,0.6425471839908876,3.214285714285714,0.5820138172416123,7.470773401620478e-06,7.490395039582905,162703.0,5.914272195199409
1237,5,3.0,5.0,0.0,2.0,1.0,0.0,172665.21,0.0,0.0,1.0,0,0.0,0.6853952363115413,0.16668373531916308,0.35714285714285704,0.5497700097088644,4.009276545921512,0.6224125145681922,86332.605,0.11379475168965802
1238,5,1.0,3.0,137492.35,2.0,0.0,1.0,170142.09,0.0,0.0,1.0,0,0.0,1.9021297590216208,2.397315187148568,1.0714285714285712,0.46690508559493527,-3.0727430900775695e-07,1.3279513583524634,85071.045,0.8301670811185121
1239,3,1.0,7.0,0.0,2.0,1.0,0.0,73977.23,0.0,0.0,1.0,0,0.0,0.0852219206153138,0.684068940373902,0.0,-0.17072189699508267,1.7177305558985572,-0.3791469508544218,36988.615,-0.40343676228229447
1240,3,2.0,9.0,129829.59,1.0,1.0,1.0,60906.12,0.0,0.0,1.0,0,0.0,-0.30298531304086074,0.00938347151131166,-0.6428571428571428,-0.33211734162227247,-1.814814385676131e-05,-0.5410211215244983,60906.12,-0.5448401064120945
1241,3,1.0,1.0,146329.57,2.0,1.0,1.0,194867.27,0.0,0.0,0.0,0,0.0,2.79691161127032,1.383391799953384,3.214285714285714,1.4253261641379584,1.8808793590705028e-06,4.143243261996717,97433.635,1.610692156466368
1242,5,1.0,4.0,114027.7,1.0,1.0,1.0,193716.56,1.0,0.0,1.0,0,0.0,1.6439117879416698,1.142324407708099,-0.21428571428571422,0.7936904519956998,1.0406102744289134e-05,1.1334787429676496,193716.56,0.3244296007903807
1243,5,1.0,6.0,146580.69,1.0,0.0,1.0,14633.35,1.0,0.0,1.0,0,0.0,-0.7550470436561132,1.8618878313534586,-0.4591836734693877,-0.8788154603460081,-2.6723082207622896e-05,-0.7461564666596133,14633.35,-0.10539379686693168
1244,3,2.0,0.0,132122.42,2.0,0.0,0.0,31730.32,1.0,0.0,0.0,0,0.0,-0.6530425440091049,-0.09185924742652499,7.499999999999999,-0.6646311756639964,-2.3464697079298734e-05,0.7738376059809835,15865.16,5.112362871211886
1245,4,3.0,10.0,81553.93,1.0,1.0,0.0,20063.63,0.0,0.0,0.0,1,0.0,-0.8078898926225103,-0.2860929276458235,-0.6818181818181818,-0.8077141068214464,-2.332869610649039e-05,-0.7598237791891608,20063.63,-0.5554350296017477
1246,5,5.0,7.0,0.0,2.0,1.0,1.0,99792.82,0.0,0.0,0.0,0,1.0,-0.37645251803347984,-0.9445831886245818,0.0,-0.041802363065631884,2.317171457866322,-0.21366215956310106,49896.41,-0.27379475490431154
1247,3,1.0,6.0,0.0,2.0,1.0,0.0,37654.31,0.0,0.0,1.0,0,0.0,-0.35319900928428577,0.8451595719843513,0.15306122448979584,-0.537908474515082,0.8743082701052456,-0.5775045004451407,18827.155,-0.38186158285120164
1248,5,1.0,3.0,0.0,2.0,1.0,1.0,192449.02,0.0,1.0,0.0,0,0.0,1.8138525237203982,1.3663351448416892,1.0714285714285712,0.8001151051124019,4.468658838201444,1.61393805518179,96224.51,0.6778043095608827
1249,6,1.0,4.0,0.0,2.0,1.0,1.0,181208.47,0.0,0.0,0.0,0,0.0,1.8532274560918822,2.36568019433457,0.6428571428571429,0.4512461906093651,4.2076520035478975,1.0051904543418666,90604.235,0.5532410612348208
1250,3,2.0,5.0,175214.71,1.0,1.0,1.0,155165.61,1.0,0.0,1.0,0,0.0,0.9868434419504031,0.1752120628750102,-0.35714285714285715,0.8250356272869682,-8.478148937785745e-06,0.47284306687235694,155165.61,-0.18736674998565633
1251,3,2.0,10.0,125534.51,1.0,1.0,0.0,121504.18,1.0,0.0,0.0,1,0.0,0.24682821571973132,-0.21083689781967968,-0.6818181818181818,0.3275401637196486,-6.566718415282545e-06,-0.2869067762822343,121504.18,-0.592371459070264
1252,5,5.0,4.0,97705.99,1.0,1.0,1.0,61569.07,0.0,0.0,1.0,0,1.0,-0.6242728250953867,-0.9286210782259371,-0.21428571428571422,-0.4384168573532112,-1.440924322689661e-05,-0.22188209456172753,61569.07,0.3180143261984805
1253,2,4.0,4.0,126817.65,2.0,1.0,0.0,123269.71,1.0,0.0,0.0,0,0.0,-0.07851533180708768,-1.1066730990193534,0.6428571428571429,0.590197531764077,-6.470849647353315e-06,0.41094590017732213,61634.855,-0.0968400974110648
1254,4,3.0,1.0,46870.43,4.0,1.0,0.0,31272.14,0.0,0.0,0.0,1,0.0,-0.7164410524679053,-0.3776460408540502,7.499999999999999,-0.6923228033127032,-1.354893969638564e-05,-0.05150974489973251,7818.035,2.1934129318973015
1255,4,3.0,3.0,0.0,2.0,1.0,1.0,62825.03,0.0,1.0,1.0,0,0.0,-0.43620333299432495,-0.39148912326354157,1.0714285714285712,-0.361448367937421,1.458775218177246,-0.04791038070507042,31412.515,0.504057289363586
1256,5,3.0,9.0,120094.93,1.0,1.0,0.0,184056.45,0.0,0.0,1.0,0,0.0,0.796202183525528,0.22732962016074398,-0.6428571428571428,0.6166410785405668,6.545485091648298e-06,0.090519948271149,184056.45,-0.38018139188665634
1257,4,2.0,3.0,0.0,2.0,1.0,1.0,48924.73,0.0,0.0,0.0,0,0.0,-0.46817998523513965,0.07990426194387422,1.0714285714285712,-0.5095445707179862,1.1360086895167538,-0.22611961352808504,24462.365,0.5147494136834196
1258,4,2.0,3.0,0.0,2.0,1.0,0.0,191111.02,0.0,0.0,0.0,0,0.0,1.371827401892165,0.5026481541858766,1.0714285714285712,0.947048656187083,4.437590327784565,1.5967841841489927,95555.51,0.5281145690832117
1259,3,2.0,1.0,104356.94,2.0,0.0,1.0,54184.06,1.0,0.0,0.0,0,0.0,-0.37927136900908376,-0.07905844388266048,3.214285714285714,-0.38583766875351266,-1.698496407389174e-05,0.5359762353600153,27092.03,1.824534642863041
1260,5,1.0,5.0,147004.34,1.0,1.0,0.0,64381.33,1.0,0.0,1.0,1,0.0,-0.020000239151179527,1.599863916679583,-0.35714285714285715,-0.42146829976165856,-1.8871859702469904e-05,-0.30309207559170276,64381.33,0.09062848233001841
1261,5,2.0,6.0,73023.17,2.0,1.0,0.0,78770.86,1.0,0.0,1.0,0,0.0,-0.1472947695574627,0.5658693128454909,0.15306122448979584,-0.32767686647427224,-3.9937258532632986e-06,-0.2762839170526292,39385.43,-0.02749403396528649
1262,5,2.0,1.0,173432.55,1.0,0.0,1.0,116766.79,0.0,1.0,0.0,0,0.0,0.1984416915270033,0.095614339020435,1.0714285714285712,0.1256357859606281,-1.3407866043075772e-05,2.1406639473187306,116766.79,2.391217231814224
1263,4,3.0,7.0,165679.92,1.0,0.0,0.0,32916.29,0.0,0.0,0.0,0,0.0,-0.6739959451271466,-0.132755321086144,-0.5357142857142856,-0.6806409943752064,-2.4427957422973386e-05,-0.6423584864468851,32916.29,-0.31121719002372933
1264,6,2.0,9.0,104678.62,1.0,0.0,1.0,50972.6,0.0,1.0,1.0,0,0.0,-0.32241564637327974,1.7472671090028706,-0.6428571428571428,-0.6201278684170577,-1.7734381199513046e-05,-0.5919623236117072,50972.6,-0.26898329896038636
1265,3,4.0,8.0,116973.26,3.0,1.0,0.0,122066.5,0.0,0.0,0.0,1,0.0,-0.08745299576035885,-1.0053669050226213,0.35714285714285704,0.4702632304890618,-4.810208371942319e-06,-0.1578240301457607,40688.833333333336,-0.5295147282203329
1266,3,2.0,3.0,0.0,1.0,1.0,0.0,65996.9,0.0,0.0,0.0,0,0.0,-0.24521202211487841,-0.12770149734934558,0.0,-0.2330178240032715,1.532426396156308,-0.007245321726894789,65996.9,0.3009069272867468
1267,6,2.0,2.0,126732.85,1.0,1.0,1.0,79577.38,1.0,0.0,1.0,0,0.0,-0.13862361707811746,0.9554792243442015,0.35714285714285704,-0.3979049551054016,-1.446103421115639e-05,0.506938415467516,79577.38,1.819188580703124
1268,4,3.0,6.0,148481.09,1.0,1.0,0.0,130529.13,0.0,0.0,0.0,0,0.0,0.21780753075960138,-0.17031442022098664,-0.4591836734693877,0.27378311928425175,-8.628591741125464e-06,0.10289809809181098,130529.13,-0.15885441846609988
1269,3,2.0,4.0,137654.05,2.0,1.0,1.0,172629.67,0.0,0.0,0.0,0,0.0,0.8618110840356197,-0.23010792570026084,0.6428571428571429,1.0100751411800453,7.858598188433217e-08,0.917202634421889,86314.835,0.02077327010710529
1270,5,1.0,7.0,115315.04,1.0,1.0,0.0,15216.53,1.0,0.0,1.0,0,0.0,-0.786961476309372,1.2909068255699727,-0.5357142857142856,-0.879456850518325,-2.5977151528374296e-05,-0.7558186510027394,15216.53,-0.19627685358551764
1271,5,3.0,2.0,99095.73,1.0,1.0,1.0,17512.53,0.0,0.0,1.0,0,0.0,-0.8238342086714945,0.18942594213475594,0.35714285714285704,-0.858618340490537,-2.4937667062808926e-05,-0.5540007300929382,17512.53,1.4128878565494456
1272,3,2.0,7.0,165610.41,2.0,0.0,0.0,131852.01,1.0,0.0,0.0,0,0.0,0.38704924303200666,-0.16307826350693444,0.0,0.4494496022460465,-1.0554401219849081e-05,-0.008154233301536038,65926.005,-0.3820525136426272
1273,2,2.0,5.0,0.0,2.0,1.0,0.0,181945.52,0.0,0.0,1.0,1,0.0,1.2583557178640148,-0.26438445750366657,0.35714285714285704,1.4798458302351465,4.224766387406462,0.7017315184966326,90972.76,-0.31923628326360454
1274,3,2.0,6.0,161628.66,1.0,1.0,0.0,91482.5,0.0,1.0,1.0,0,0.0,0.17378911702592972,0.24486007124776352,-0.4591836734693877,0.042346753739074504,-1.589856207098277e-05,-0.18315821422309742,91482.5,-0.30548926628096124
1275,5,2.0,9.0,146605.27,1.0,1.0,1.0,77119.45,0.0,0.0,1.0,0,0.0,-0.0095866622286711,1.0259127365707827,-0.6428571428571428,-0.31867420882514613,-1.6826661759580915e-05,-0.4578757188840843,77119.45,-0.3951503659344234
1276,4,2.0,5.0,113488.68,1.0,1.0,0.0,95611.74,1.0,0.0,1.0,1,0.0,0.061549366809211886,0.18112810991825554,-0.35714285714285715,-0.037051686292313625,-9.478895474941e-06,-0.036165107260170005,95611.74,-0.03233094734806849
1277,5,3.0,7.0,77002.2,2.0,1.0,1.0,80428.42,0.0,0.0,1.0,0,0.0,-0.2118272891306027,0.265233298186732,0.0,-0.3122440113583536,-4.788183352783662e-06,-0.3377931088259942,40214.21,-0.17088305832591275
1278,5,5.0,7.0,0.0,2.0,0.0,1.0,163714.92,0.0,1.0,1.0,0,1.0,0.004109347788243977,-0.9329189360108858,0.0,0.5470878091875703,3.801449805937144,0.19609548600699556,81857.46,-0.2537470218046235
1279,3,2.0,6.0,0.0,2.0,0.0,1.0,27375.15,0.0,0.0,0.0,0,0.0,-0.7074129979629157,-0.4243220751322068,0.15306122448979584,-0.6744601547448243,0.6356250193303857,-0.6528098111286725,13687.575,-0.36811456586855834
1280,5,1.0,4.0,0.0,2.0,1.0,1.0,73873.65,0.0,1.0,1.0,0,0.0,0.2130580806032675,2.1675430909550277,0.6428571428571429,-0.36786368749234766,1.7153254166541771,-0.09568109101449995,36936.825,0.42065871966888346
1281,6,3.0,8.0,182364.53,1.0,0.0,0.0,139266.48,0.0,1.0,1.0,1,0.0,0.24271316629476478,0.1829987967303492,-0.5952380952380952,0.13017139764152497,-1.1308735545756316e-05,-0.059818303958517824,139266.48,-0.22538319201173151
1282,4,2.0,8.0,0.0,2.0,1.0,1.0,131772.51,0.0,0.0,1.0,0,0.0,0.543976625311116,0.2781205487155683,-0.11904761904761908,0.36143829386561116,3.0597434547972266,-0.10251904964981588,65886.255,-0.4249695126486261
1283,5,3.0,7.0,149364.58,1.0,0.0,1.0,173454.07,0.0,0.0,1.0,0,0.0,0.5805851749377561,-0.18430432320148774,-0.5357142857142856,0.6697883165460938,-2.0762948142273855e-06,0.25852602527047414,173454.07,-0.26978520828437397
1284,3,4.0,7.0,127450.14,1.0,0.0,1.0,67552.71,0.0,0.0,1.0,0,0.0,-0.5264113231803221,-0.9779430975436028,-0.5357142857142856,-0.2626782787607206,-1.6733845336740424e-05,-0.420329831096435,67552.71,-0.38472554472258563
1285,3,5.0,5.0,162278.32,1.0,1.0,1.0,34765.33,0.0,1.0,0.0,0,0.0,-0.7687348454621752,-1.2370158075765998,-0.35714285714285715,-0.5813913314866135,-2.4066684077367953e-05,-0.5562206478424888,34765.33,-0.23726333014487988
1286,3,2.0,5.0,152212.88,2.0,0.0,0.0,120219.14,0.0,1.0,1.0,0,0.0,0.3332616571084458,-0.05981635147937733,0.35714285714285704,0.3339945032917437,-1.0701822854220837e-05,0.17415485589501617,60109.57,-0.13212410766651578
1287,5,2.0,9.0,161993.89,1.0,0.0,0.0,90212.38,0.0,1.0,0.0,0,0.0,-0.04915263711637651,0.29818034139393734,-0.6428571428571428,-0.1757197237129305,-1.611025023537171e-05,-0.3907323907341757,90212.38,-0.41760382700607407
1288,3,2.0,7.0,131468.44,1.0,1.0,0.0,164975.82,0.0,1.0,1.0,0,0.0,0.7340424367678252,-0.31410984210279513,-0.5357142857142856,0.9414411079581818,9.684228516921023e-08,0.2041781900373596,164975.82,-0.4315035886218578
1289,5,2.0,10.0,102980.44,1.0,1.0,0.0,1285.81,1.0,0.0,1.0,1,0.0,-0.9810523405391648,0.12347354236953642,-0.6818181818181818,-1.0036786150051762,-2.875123919623103e-05,-0.8473661905377363,1285.81,-0.5107225097188071
1290,4,2.0,9.0,143321.97,1.0,1.0,0.0,83679.46,1.0,0.0,1.0,0,0.0,0.1086291796999772,0.8023650967937199,-0.6428571428571428,-0.18285881043334676,-1.5484043490995757e-05,-0.42423459316992546,83679.46,-0.4657183864453255
1291,5,2.0,2.0,130404.92,1.0,0.0,0.0,34548.74,0.0,1.0,0.0,0,0.0,-0.6127017764461553,0.6070834970319285,0.35714285714285704,-0.710056706329897,-2.2889404121015488e-05,-0.26278304277091186,34548.74,1.4520923123888356
1292,6,3.0,7.0,0.0,2.0,1.0,1.0,74275.08,0.0,0.0,0.0,0,0.0,-0.2540611776583887,0.5319457642964298,0.0,-0.40784773798245455,1.7246466663826137,-0.3772376532134955,37137.54,-0.10272076578697326
1293,4,1.0,2.0,87505.47,2.0,0.0,1.0,7278.57,0.0,0.0,1.0,0,0.0,-0.8950632773941908,0.85046608690799,1.7857142857142854,-0.9422851704580034,-2.7109770795927276e-05,-0.7289404709945895,3639.285,1.1206364584739927
1294,6,1.0,0.0,133634.02,1.0,1.0,1.0,162053.92,0.0,0.0,1.0,0,0.0,1.2127193391134787,1.821558317933807,3.214285714285714,0.262695440021542,-8.8304700942275e-07,7.45710883746043,162053.92,7.64639633501246
1295,3,2.0,3.0,151233.62,1.0,0.0,0.0,199336.63,0.0,1.0,0.0,0,0.0,1.4736629612024916,0.025061811058425403,0.0,1.4111688639081712,1.5643896917747058e-06,1.7022408755586256,199336.63,0.26348449216732905
1296,4,4.0,2.0,70263.83,1.0,0.0,1.0,62347.71,0.0,1.0,1.0,0,0.0,-0.5310550907528944,-0.660925845433732,0.35714285714285704,-0.3952756715012496,-8.437385607708605e-06,0.21241371480218618,62347.71,1.1634049557533273
1297,2,2.0,5.0,0.0,2.0,1.0,1.0,91711.66,0.0,0.0,1.0,0,0.0,0.10783836787742945,-0.21926489211016406,0.35714285714285704,0.18136682529776044,2.1295260141888455,-0.06949917269992714,45855.83,-0.27646778598426996
1298,5,1.0,10.0,57657.49,1.0,0.0,0.0,79240.9,0.0,0.0,1.0,0,0.0,0.08494386339010294,1.0733397137008003,-0.6818181818181818,-0.26171572646534624,2.870575796744391e-06,-0.4839386704371482,79240.9,-0.5000303853989734
1299,4,3.0,8.0,153572.31,2.0,1.0,1.0,76679.6,1.0,0.0,1.0,0,0.0,-0.2482934947284776,-0.20856267713812038,-0.11904761904761908,-0.2093182654812616,-1.7447292240117997e-05,-0.41643922004061945,38339.8,-0.4297215679018855
1300,3,2.0,1.0,134752.08,1.0,1.0,0.0,162511.55,0.0,0.0,1.0,0,0.0,0.800249944508749,-0.23622211785978736,1.0714285714285712,0.9480431008069405,-1.0378207766445703e-06,3.3136082125896857,162511.55,1.7122673375047877
1301,4,2.0,3.0,83132.09,1.0,1.0,1.0,21360.88,0.0,1.0,1.0,0,0.0,-0.7375091431427958,0.4596568701788596,0.0,-0.8001054442575946,-2.3074800745542565e-05,-0.5795028183616968,21360.88,0.5548448798827958
1302,2,2.0,2.0,0.0,2.0,1.0,0.0,54487.43,0.0,0.0,0.0,0,0.0,-0.2760935816435237,-0.35308573335333976,1.7857142857142854,-0.1883150474698404,1.265175208870992,0.07804975924495972,27243.715,0.361495631765804
1303,3,2.0,9.0,134096.53,2.0,1.0,0.0,53931.05,1.0,0.0,0.0,1,0.0,-0.30563735617371646,0.39908066121600294,-0.21428571428571422,-0.4247496302538059,-1.9702548056028666e-05,-0.5767907631462424,26965.525,-0.5298711323643274
1304,5,2.0,0.0,118100.59,2.0,1.0,0.0,103165.15,0.0,0.0,0.0,0,0.0,0.3654317543576299,1.1361620032806479,7.499999999999999,-0.08182492444015284,-8.757722987647546e-06,4.437167534440793,51582.575,6.513031157110094
1305,6,4.0,10.0,76915.4,1.0,0.0,0.0,146359.81,1.0,0.0,1.0,1,0.0,0.1557245065196187,-0.06817328506494083,-0.6818181818181818,0.1573622156927073,1.5143059480831219e-05,-0.1710295452837481,146359.81,-0.37561293876818186
1306,6,3.0,3.0,81576.75,1.0,1.0,1.0,28370.95,0.0,1.0,0.0,1,0.0,-0.7422080382926446,0.2972042266086525,0.0,-0.7919647462211995,-2.096571666866757e-05,-0.4896299957078239,28370.95,1.0359904742753097
1307,4,3.0,2.0,0.0,2.0,0.0,0.0,10023.15,0.0,1.0,1.0,0,0.0,-0.9106147020687552,-0.4554780654217005,1.7857142857142854,-0.915074165435659,0.232709628632569,-0.6820245055145745,5011.575,1.134892624233771
1308,5,2.0,10.0,118327.17,2.0,1.0,1.0,192928.82,0.0,0.0,1.0,0,0.0,1.394332320033715,0.8741041988405608,-0.29220779220779214,0.7507896402899348,8.818199017915279e-06,0.04607571131770661,96464.41,-0.47378608025029084
1309,3,1.0,8.0,124857.69,2.0,0.0,0.0,50485.7,0.0,1.0,1.0,0,0.0,-0.3066540925777003,0.5851403407260723,-0.11904761904761908,-0.46065556170904787,-1.965227887272584e-05,-0.56569242796156,25242.85,-0.4617979408613864
1310,5,1.0,2.0,90971.85,1.0,1.0,1.0,131662.47,1.0,0.0,0.0,0,0.0,0.9980632337813917,1.8592935351685689,0.35714285714285704,0.12843304696027028,4.564659606141507e-06,1.3972831255737892,131662.47,1.5019888925480596
1311,6,2.0,7.0,153147.75,1.0,1.0,1.0,152235.3,0.0,0.0,0.0,0,0.0,0.6867806863511416,1.106182738498454,-0.5357142857142856,0.14846708582239762,-5.959544927822903e-06,0.12250807158789165,152235.3,-0.027875895548137755
1312,3,2.0,8.0,65942.26,1.0,1.0,1.0,68093.23,0.0,0.0,1.0,1,0.0,-0.26209335836869,-0.28038017234525575,-0.5952380952380952,-0.19919890418646968,-5.063996399806358e-06,-0.46536447618407767,68093.23,-0.5200106177138141
1313,6,2.0,3.0,0.0,2.0,1.0,1.0,80061.31,0.0,0.0,1.0,0,0.0,-0.13342073206679794,0.8381773155058801,1.0714285714285712,-0.37261848563489763,1.859003577465914,0.17306788850657762,40030.655,0.998568039155892
1314,5,4.0,2.0,0.0,1.0,1.0,0.0,149583.67,0.0,0.0,1.0,1,0.0,0.1375261475194669,-0.5610668827798104,0.35714285714285704,0.4248534180560247,3.4733205923134394,1.70362886902468,149583.67,1.2418138674321073
1315,4,1.0,5.0,100912.19,1.0,0.0,0.0,7631.27,0.0,1.0,0.0,0,0.0,-0.8787128467665053,1.027939530465228,-0.35714285714285715,-0.9343711583421364,-2.7285207579475148e-05,-0.7881360269337626,7631.27,-0.08222752750729206
1316,6,2.0,4.0,0.0,2.0,1.0,1.0,33082.81,0.0,0.0,0.0,0,0.0,-0.5581858003726882,1.814026490300256,0.6428571428571429,-0.7630396443685817,0.76815752618091,-0.5140492875343644,16541.405,0.653747029841257
1317,6,2.0,3.0,0.0,1.0,1.0,0.0,121883.87,0.0,0.0,1.0,1,0.0,0.3516434284873741,0.8437253787617464,0.0,-0.011632039895499081,2.8301281223243095,0.7092553328275276,121883.87,0.9451074175567238
1318,3,3.0,5.0,0.0,3.0,1.0,1.0,100722.72,0.0,0.0,0.0,1,0.0,-0.03720218487456679,-0.33708259007275004,1.0714285714285712,0.07910104351820352,2.3387638404049285,0.007518545839584176,33574.24,-0.09826571398704252
1319,5,3.0,2.0,124439.49,2.0,0.0,1.0,47093.11,1.0,0.0,1.0,0,0.0,-0.5249196037189685,0.3843987639806314,1.7857142857142854,-0.6110679686076769,-2.025377031919638e-05,-0.04834905655497493,23546.555,1.5305012240676157
1320,5,3.0,7.0,0.0,2.0,1.0,1.0,177624.01,0.0,0.0,0.0,0,0.0,0.5498210965912408,-0.2240467328423537,0.0,0.6650843654817589,4.124420439385801,0.28525644865407024,88812.005,-0.24572792856474823
1321,5,2.0,6.0,0.0,2.0,0.0,0.0,106149.48,0.0,0.0,1.0,0,0.0,0.08999912564648824,0.3304276243914321,0.15306122448979584,-0.06276467049364078,2.464773817676902,-0.0757076554528139,53074.74,-0.05804296059338266
1322,5,3.0,2.0,58781.76,1.0,1.0,0.0,16874.92,0.0,0.0,0.0,0,0.0,-0.8374977940117474,-0.01835512922588873,0.35714285714285704,-0.8593661500004033,-2.2375303709785746e-05,-0.5649000621399954,16874.92,1.3309149034307213
1323,4,3.0,7.0,159453.64,2.0,0.0,0.0,54560.79,0.0,1.0,1.0,1,0.0,-0.5483690040236505,-0.5292277932379805,0.0,-0.45741535105505016,-2.1095907469834134e-05,-0.503611490344724,27280.395,-0.3152267366436669
